time;kind;kindName;task;source;sourceName;Value
1556952895000;6;"taskCostSpent";24;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager";101.33333333333333
1556952287000;3;"taskAssigned";24;"a70f20cc-77ac-4c3c-b600-0c6d7c14";"Account Manager"
1556952895000;6;"taskCostSpent";24;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
1556952255000;2;"taskDelivered";10;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952277000;2;"taskDelivered";11;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952255000;7;"taskOperation";10;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952855000;8;"taskSupported";10;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952855000;8;"taskSupported";10;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952855000;6;"taskCostSpent";10;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556952277000;7;"taskOperation";11;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring"
1556952877000;8;"taskSupported";11;"060e31d5-c538-4279-b204-e9aab247";"Decision Support System"
1556952877000;8;"taskSupported";11;"43f91ac9-ca7e-44bb-b0b1-855c94dd";"Request of credit history";1
1556952877000;6;"taskCostSpent";11;"b359edcf-a995-4853-a872-3a20bb77";"Loan scoring";1
1556952299000;1;"taskComplete";3;"d2131c8a-5d27-4914-8057-ad4c65c3";"Data verification"
1556952314000;1;"taskComplete";14;"82493adc-f669-4d0e-a100-ca34b6ed";"Making loan application"
